,Unnamed: 0,ticker,one_yr_return,expense_ratio,aum,dividend_yield,fundname,esg_rating,quality_score,score_peer_rank,score_global_rank,carbon_intensity,sustainable_impact_exposure,sri_screening_criteria_exposure,analyst_pick,grade,efficiency,tradability,fit,segment,one_mo_p_percent,three_mo_p_percent,ytd_p_percent,one_yr_p_percent,three_yr_p_percent,five_yr_p_percent,ten_yr_p_percent,one_mo,three_mo,ytd,one_yr,three_yr,as_of_date,investment_strategy,asset_class,asset_region,subsegment
2276,2276,APRH,,0.79,29270000.0,,Innovator Premium Income 20 Barrier ETF - April,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,0.95,3.77,,,,,,1870000.0,17830000.0,28860000.0,28860000.0,28860000.0,2023-07-25,standard,equity,us,large_cap
2277,2277,DSTX,14.13,0.55,29180000.0,2.35,Distillate International Fundamental Stability & Value ETF,A,6.86,65.59,7.19,193.98,,8.76,True,D,80.0,38.0,73.0,Equity: Global Ex-U.S.  -  Total Market,4.99,7.04,17.8,14.13,,,,,9110000.0,12450000.0,5070000.0,23280000.0,2023-07-25,standard,equity,global,total_market
2278,2278,QPX,25.19,1.38,29160000.0,,AdvisorShares Q Dynamic Growth ETF,A,6.95,69.16,93.12,38.82,,3.8,True,,53.0,,,Asset Allocation: U.S. Target Outcome,4.9,20.69,38.23,25.19,,,,980000.0,1290000.0,-6890000.0,-16250000.0,37370000.0,2023-07-25,standard,asset_allocation,us,not_specified
2279,2279,DCMB,,0.39,29160000.0,,DoubleLine Commercial Real Estate ETF,,,,,,,,True,,,,,"Fixed Income: U.S. - Broad Market, Asset-backed Investment Grade",0.59,1.05,,,,,,3010000.0,3010000.0,29060000.0,29060000.0,29060000.0,2023-07-25,standard,fixed_income,us,broad_based
2280,2280,DIVS,16.05,0.65,29120000.0,2.49,SmartETFs Dividend Builder ETF,AA,7.64,91.02,79.26,29.93,,2.42,True,D,76.0,49.0,59.0,Equity: Global  -  Total Market,4.14,5.59,13.68,16.05,,,,990000.0,4940000.0,5410000.0,5410000.0,3230000.0,2023-07-25,standard,equity,global,total_market
2281,2281,MSVX,-2.92,1.23,29080000.0,,LHA Market State Alpha Seeker ETF,BBB,5.68,33.22,11.21,1.63,,,True,,62.0,,,Equity: U.S.  -  Large Cap,1.02,1.04,-4.43,-2.92,0.69,,,-3550000.0,-9500000.0,-13150000.0,-11910000.0,2810000.0,2023-07-25,standard,equity,us,large_cap
2282,2282,QARP,17.78,0.19,29040000.0,1.64,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,A,6.36,47.7,13.35,92.74,,8.16,True,,,56.0,87.0,Equity: U.S.  -  Large Cap,5.52,10.81,18.07,17.78,16.02,12.09,,3220000.0,1240000.0,16450000.0,14730000.0,-97330000.0,2023-07-25,standard,equity,us,large_cap
2283,2283,OAEM,,1.25,28990000.0,2.92,OneAscent Emerging Markets ETF,,,,,,,,True,,59.0,,50.0,Equity: Emerging Markets  -  Total Market,1.63,9.07,16.26,,,,,1440000.0,1440000.0,2260000.0,23590000.0,23590000.0,2023-07-25,standard,equity,emerg_markets,total_market
2284,2284,DSMC,,0.55,28980000.0,1.98,Distillate Small/Mid Cash Flow ETF,,,,,,,,True,,79.0,,64.0,Equity: U.S.  -  Extended Market,9.2,15.4,17.71,,,,,1590000.0,8200000.0,11900000.0,24660000.0,24660000.0,2023-07-25,standard,equity,us,extended_market
2285,2285,TBX,10.97,0.95,28900000.0,,ProShares Short 7-10 Year Treasury,,,,,,,,True,,,,,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",1.56,5.36,2.14,10.97,7.46,0.49,-1.08,-1430000.0,-9080000.0,-74020000.0,-129040000.0,-5360000.0,2023-07-25,inverse,fixed_income,us,government
2286,2286,FLEH,16.91,0.09,28870000.0,2.99,Franklin FTSE Europe Hedged ETF,AA,7.89,95.58,47.24,99.39,,12.6,True,C,87.0,25.0,62.0,Equity: Developed Europe  - Total Market,2.01,1.22,13.61,16.91,12.5,7.99,,,14540000.0,14540000.0,14540000.0,26090000.0,2023-07-25,standard,equity,europe,total_market
2287,2287,IQDE,12.15,0.47,28830000.0,6.08,FlexShares International Quality Dividend Defensive Index Fund,A,6.83,64.58,11.29,212.79,,11.11,True,F,57.0,42.0,73.0,Equity: Global Ex-U.S.  -  Total Market,4.71,4.42,9.49,12.15,6.24,1.9,2.33,,-2040000.0,-12080000.0,-29000000.0,-35310000.0,2023-07-25,standard,equity,global,total_market
2288,2288,AHYB,4.8,0.45,28770000.0,,American Century Select High Yield ETF,BBB,5.11,25.62,31.07,352.23,,4.37,True,,79.0,,,"Fixed Income: Global - Corporate, Broad-based High Yield Intermediate",1.97,1.74,5.72,4.8,,,,,,,-2180000.0,13210000.0,2023-07-25,standard,fixed_income,global,corporate
2289,2289,ENOR,-0.18,0.53,28680000.0,4.48,iShares MSCI Norway ETF,AA,8.0,97.1,62.49,250.65,,2.5,True,,,39.0,99.0,Equity: Norway  -  Total Market,11.78,8.22,1.36,-0.18,8.84,0.29,1.03,,-5750000.0,190000.0,-2310000.0,-7090000.0,2023-07-25,standard,equity,europe,total_market
2290,2290,ITAN,18.36,0.5,28640000.0,1.74,Sparkline Intangible Value ETF,A,6.65,57.06,39.02,36.52,,13.14,True,C,80.0,58.0,76.0,Equity: U.S.  -  Large Cap,5.69,14.68,24.73,18.36,,,,3400000.0,6520000.0,15320000.0,19820000.0,24900000.0,2023-07-25,standard,equity,us,large_cap
2291,2291,JUSA,18.23,0.17,28580000.0,1.54,JPMorgan ActiveBuilders U.S. Large Cap Equity ETF,A,6.67,58.02,42.85,130.3,,9.5,True,B,90.0,52.0,93.0,Equity: U.S.  -  Large Cap,5.18,12.86,19.07,18.23,,,,,,,,2460000.0,2023-07-25,standard,equity,us,large_cap
2292,2292,LQIG,-0.73,0.07,28530000.0,,SPDR MarketAxess Investment Grade 400 Corporate Bond ETF,,,,,,,,True,,,58.0,,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",0.22,-1.04,4.27,-0.73,,,,,,4780000.0,-73430000.0,-68460000.0,2023-07-25,standard,fixed_income,us,corporate
2293,2293,CSA,8.39,0.35,28520000.0,1.58,VictoryShares US Small Cap Volatility Wtd ETF,BBB,5.29,27.88,17.44,142.84,,3.45,True,C,83.0,54.0,76.0,Equity: U.S.  -  Small Cap,8.45,11.03,10.06,8.39,17.25,6.58,,190000.0,190000.0,3390000.0,3390000.0,3530000.0,2023-07-25,standard,equity,us,small_cap
2294,2294,FRTY,-0.79,0.6,28510000.0,,Alger Mid Cap 40 ETF,A,5.85,36.48,53.08,59.82,,6.63,True,,76.0,,,Equity: U.S. - Mid Cap Growth,5.25,8.66,13.52,-0.79,,,,940000.0,-2110000.0,-3090000.0,-2100000.0,38740000.0,2023-07-25,standard,equity,us,mid_cap
2295,2295,KEUA,26.98,0.78,28450000.0,,KraneShares European Carbon Allowance Strategy ETF,,,,,,,,True,,,54.0,,Commodities: Energy Carbon Credits,7.45,7.78,14.77,26.98,,,,-0.0,-3010000.0,5590000.0,5580000.0,61130000.0,2023-07-25,standard,commodities,global,not_specified
2296,2296,AAPD,,1.07,28360000.0,,Direxion Daily AAPL Bear 1X Shares,,,,,,,,True,,,,,Inverse Equity: U.S. Technology Hardware Storage & Peripheral,-3.11,-14.53,-32.01,,,,,2530000.0,4990000.0,12250000.0,29210000.0,29210000.0,2023-07-25,inverse,equity,us,not_specified
2297,2297,XRMI,0.75,0.6,28210000.0,1.6,Global X S&P 500 Risk Managed Income ETF,A,6.69,58.77,69.63,123.14,,9.74,True,F,60.0,55.0,45.0,Equity: U.S.  -  Large Cap,1.94,3.66,6.54,0.75,,,,600000.0,2640000.0,6170000.0,10940000.0,34170000.0,2023-07-25,standard,equity,us,large_cap
2298,2298,MARW,,0.74,28190000.0,,AllianzIM U.S. Large Cap Buffer20 Mar ETF,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,1.82,5.35,,,,,,,-1290000.0,21240000.0,21240000.0,21240000.0,2023-07-25,standard,equity,us,large_cap
2299,2299,SEF,-5.67,0.95,28170000.0,,ProShares Short Financials,,,,,,,,True,,,,,Inverse Equity: U.S. Financials,-6.83,-7.03,-4.73,-5.67,-13.92,-10.82,-11.85,-9960000.0,-9920000.0,1420000.0,970000.0,9020000.0,2023-07-25,inverse,equity,us,not_specified
2300,2300,PBL,,0.45,28050000.0,,PGIM Portfolio Ballast ETF,,,,,,,,True,,77.0,,,Asset Allocation: U.S. Target Outcome,3.61,7.59,11.11,,,,,,,490000.0,980000.0,980000.0,2023-07-25,standard,asset_allocation,us,not_specified
2301,2301,RNDV,8.12,0.5,28010000.0,3.75,First Trust US Equity Dividend Select ETF,A,7.08,74.2,87.15,128.71,,4.92,True,C,82.0,51.0,65.0,Equity: U.S.  -  Large Cap,6.22,7.6,7.08,8.12,15.02,9.12,,1420000.0,1420000.0,2780000.0,8490000.0,21390000.0,2023-07-25,standard,equity,us,large_cap
2302,2302,RNSC,7.37,0.6,27930000.0,3.06,First Trust Small Cap U.S. Equity Select ETF,BBB,5.46,29.91,2.19,143.71,,1.91,True,C,80.0,49.0,70.0,Equity: U.S.  -  Small Cap,7.75,9.81,11.37,7.37,17.35,6.0,,,-2570000.0,-1150000.0,2620000.0,17020000.0,2023-07-25,standard,equity,us,small_cap
2303,2303,FXED,3.63,2.12,27860000.0,,Sound Enhanced Fixed Income ETF,A,,,,,,,True,,37.0,,,"Fixed Income: Global - Broad Market, Broad-based",2.84,2.11,7.48,3.63,,,,440000.0,440000.0,3970000.0,3970000.0,3970000.0,2023-07-25,standard,fixed_income,global,broad_based
2304,2304,JIDA,20.7,0.25,27800000.0,3.05,JPMorgan ActiveBuilders International Equity ETF,AA,7.74,92.97,78.77,127.96,,12.56,True,C,85.0,40.0,45.0,Equity: Global Ex-U.S.  -  Total Market,3.92,3.71,14.41,20.7,,,,,,,,4770000.0,2023-07-25,standard,equity,global,total_market
2305,2305,UCIB,8.15,0.55,27790000.0,,ETRACS CMCI Total Return ETN Series B,,,,,,,,True,,,25.0,56.0,Commodities: Broad Market,6.91,4.18,2.27,8.15,25.5,10.81,,,,-42280000.0,-42280000.0,-43650000.0,2023-07-25,standard,commodities,global,not_specified
2306,2306,EMM,,0.75,27770000.0,1.18,Global X Emerging Markets ETF,,,,,,,,True,,,,,Equity: Emerging Markets  -  Total Market,4.43,,,,,,,-10000.0,9670000.0,2220000.0,2220000.0,2220000.0,2023-07-25,standard,equity,emerg_markets,total_market
2307,2307,FHYS,7.81,0.51,27730000.0,,Federated Hermes Short Duration High Yield ETF,BBB,5.51,30.65,79.37,201.05,,4.01,True,C,80.0,48.0,,"Fixed Income: U.S. - Corporate, Broad-based High Yield Short-Term",1.49,2.14,5.58,7.81,,,,,-1330000.0,-880000.0,-2480000.0,31040000.0,2023-07-25,standard,fixed_income,us,corporate
2308,2308,PRAY,13.25,0.68,27630000.0,1.74,FIS Christian Stock Fund,A,6.99,70.87,42.56,157.47,,1.03,True,,76.0,,71.0,Equity: Global  -  Total Market,7.07,11.79,15.95,13.25,,,,250000.0,2830000.0,3950000.0,1810000.0,27520000.0,2023-07-25,standard,equity,global,total_market
2309,2309,JHPI,-2.07,0.54,27480000.0,,John Hancock Preferred Income ETF,A,6.11,41.91,29.72,536.98,,10.91,True,,79.0,,,"Fixed Income: U.S. - Corporate, Preferred",1.54,1.29,1.09,-2.07,,,,1050000.0,3640000.0,10810000.0,6060000.0,30680000.0,2023-07-25,standard,fixed_income,us,corporate
2310,2310,FDEM,12.86,0.45,27430000.0,4.56,Fidelity Emerging Markets Multifactor ETF,BBB,5.12,25.85,6.44,228.36,,4.23,True,F,71.0,24.0,58.0,Equity: Emerging Markets  -  Total Market,5.19,6.65,10.23,12.86,3.33,,,,4440000.0,4440000.0,4440000.0,20100000.0,2023-07-25,standard,equity,emerg_markets,total_market
2311,2311,XTRE,,0.05,27350000.0,,BondBloxx Bloomberg Three Year Target Duration U.S. Treasury ETF,,,,,,,,True,,,,,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",-0.26,-1.75,1.09,,,,,,4990000.0,6960000.0,26860000.0,26860000.0,2023-07-25,standard,fixed_income,us,government
2312,2312,PSCD,15.95,0.3,27320000.0,1.46,Invesco S&P SmallCap Consumer Discretionary ETF,A,6.03,39.77,37.84,37.55,,7.33,True,C,86.0,54.0,,Equity: U.S. Consumer Discretionary,7.09,9.0,20.04,15.95,18.47,8.39,9.44,-960000.0,-90000.0,130000.0,-3160000.0,1980000.0,2023-07-25,standard,equity,us,not_specified
2313,2313,GSEE,7.34,0.36,27290000.0,2.61,Goldman Sachs MarketBeta Emerging Markets Equity ETF,BBB,5.47,30.02,19.7,346.2,,3.42,True,F,69.0,25.0,91.0,Equity: Emerging Markets  -  Total Market,5.34,9.38,10.48,7.34,1.36,,,,,-6070000.0,-6070000.0,-7680000.0,2023-07-25,standard,equity,emerg_markets,total_market
2314,2314,NBCT,20.94,0.55,27220000.0,,Neuberger Berman Carbon Transition & Infrastructure ETF,AA,7.62,90.43,81.75,487.49,,12.75,True,,79.0,,,Equity: Global Low Carbon,6.36,6.5,10.63,20.94,,,,650000.0,650000.0,20410000.0,20410000.0,20410000.0,2023-07-25,standard,equity,global,not_specified
2315,2315,STXG,,0.18,27110000.0,0.92,Strive 1000 Growth ETF,,,,,,,,True,,,65.0,,Equity: U.S.  -  Large Cap Growth,4.87,16.03,27.84,,,,,1530000.0,14970000.0,21730000.0,24180000.0,24180000.0,2023-07-25,standard,equity,us,large_cap
2316,2316,KONG,11.77,0.89,27100000.0,1.54,Formidable Fortress ETF,A,6.04,40.0,5.4,22.01,,,True,D,70.0,39.0,41.0,Equity: Global  -  Total Market,4.74,5.79,9.03,11.77,,,,600000.0,1190000.0,1160000.0,1710000.0,26340000.0,2023-07-25,standard,equity,global,total_market
2317,2317,XSVN,,0.05,27000000.0,,BondBloxx Bloomberg Seven Year Target Duration U.S. Treasury ETF,,,,,,,,True,,,51.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",-0.82,-3.15,1.59,,,,,,990000.0,5980000.0,26770000.0,26770000.0,2023-07-25,standard,fixed_income,us,government
2318,2318,JHMB,-0.67,0.4,26910000.0,,John Hancock Mortgage-Backed Securities ETF,,,,,,,,True,,76.0,,,"Fixed Income: U.S. - Broad Market, Asset-backed",-0.44,-0.23,3.26,-0.67,,,,,540000.0,2720000.0,3280000.0,30440000.0,2023-07-25,standard,fixed_income,us,broad_based
2319,2319,SQLV,7.97,0.61,26820000.0,1.56,Royce Quant Small-Cap Quality Value ETF,BBB,4.91,23.06,3.74,109.73,,3.81,True,C,77.0,56.0,78.0,Equity: U.S.  -  Small Cap Value,8.07,12.12,12.14,7.97,20.65,6.5,,-0.0,0.0,-1560000.0,7490000.0,8290000.0,2023-07-25,standard,equity,us,small_cap
2320,2320,FTXH,2.07,0.6,26710000.0,1.93,First Trust Nasdaq Pharmaceuticals ETF,A,6.52,52.66,50.0,19.69,,,True,C,79.0,58.0,,Equity: U.S. Pharmaceuticals,1.44,-0.0,-2.1,2.07,5.28,4.37,,-1260000.0,-6540000.0,-14230000.0,-17030000.0,11160000.0,2023-07-25,standard,equity,us,not_specified
2321,2321,FCEF,3.36,2.2,26650000.0,,First Trust Income Opportunities ETF,A,6.47,50.71,30.95,394.51,,6.22,True,,,,,Asset Allocation: Global - Target Outcome,3.45,5.18,6.04,3.36,7.01,3.53,,-970000.0,-20000.0,990000.0,70000.0,-6000000.0,2023-07-25,standard,asset_allocation,global,other
2322,2322,JUNT,,0.74,26590000.0,,AllianzIM U.S. Large Cap Buffer10 Jun ETF,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,3.38,,,,,,,1300000.0,20380000.0,20380000.0,20380000.0,20380000.0,2023-07-25,standard,equity,us,large_cap
2323,2323,LETB,-0.09,1.07,26500000.0,,AdvisorShares Let Bob AI Powered Momentum ETF,A,5.72,34.34,3.18,,,,True,,64.0,,,Equity: U.S.  -  Total Market,0.32,0.82,1.94,-0.09,,,,120000.0,120000.0,230000.0,2280000.0,27830000.0,2023-07-25,standard,equity,us,total_market
2324,2324,FCSH,0.99,0.3,26420000.0,,Federated Hermes Short Duration Corporate ETF,A,6.41,49.13,84.84,213.67,,11.46,True,C,86.0,49.0,,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",0.27,-0.62,1.86,0.99,,,,,,,920000.0,26910000.0,2023-07-25,standard,fixed_income,us,corporate
2325,2325,BSR,,1.1,26360000.0,,Beacon Selective Risk ETF,,,,,,,,True,,,,,Asset Allocation: U.S. Target Outcome,2.8,6.17,,,,,,13480000.0,24830000.0,25330000.0,25330000.0,25330000.0,2023-07-25,standard,asset_allocation,us,not_specified
2326,2326,IWFL,36.78,0.95,26320000.0,,ETRACS 2x Leveraged US Growth Factor TR ETN,,,,,,,,True,,,,,Leveraged Equity: U.S.  -  Large Cap Growth,8.24,34.83,71.62,36.78,,,,,,,,,2023-07-25,leveraged,equity,us,large_cap
2327,2327,CDEI,,0.14,26310000.0,1.34,"Calvert US Large-Cap Diversity, Equity and Inclusion Index ETF",,,,,,,,True,,,,,Equity: U.S.  -  Large Cap,4.93,14.56,,,,,,,-40000.0,2460000.0,2460000.0,2460000.0,2023-07-25,standard,equity,us,large_cap
2328,2328,AOTG,21.55,0.75,26180000.0,0.21,AOT Growth and Innovation ETF,,,,,,,,True,D,74.0,53.0,46.0,Equity: U.S. - Total Market Growth,5.53,28.79,47.03,21.55,,,,,-270000.0,-270000.0,-560000.0,20250000.0,2023-07-25,standard,equity,us,total_market
2329,2329,RENW,-22.06,0.8,26130000.0,,Harbor Energy Transition Strategy ETF,,,,,,,,True,,,,,Commodities: Broad Market,3.15,-1.51,-17.8,-22.06,,,,,4980000.0,9080000.0,9590000.0,31090000.0,2023-07-25,standard,commodities,global,not_specified
2330,2330,MDLV,,0.58,26080000.0,4.39,Morgan Dempsey Large Cap Value ETF,,,,,,,,True,,,,,Equity: U.S.  -  Large Cap Value,3.25,,,,,,,2810000.0,25710000.0,25710000.0,25710000.0,25710000.0,2023-07-25,standard,equity,us,large_cap
2331,2331,NDJI,-0.07,0.68,26040000.0,2.12,Nationwide Dow Jones Risk-Managed Income ETF,A,7.13,76.43,86.45,31.18,,7.61,True,C,76.0,58.0,36.0,Equity: U.S.  -  Large Cap,4.52,5.81,7.37,-0.07,,,,-1990000.0,-0.0,-1070000.0,40000.0,34240000.0,2023-07-25,standard,equity,us,large_cap
2332,2332,CVAR,8.84,0.87,26000000.0,3.1,Cultivar  ETF,A,6.35,47.42,12.88,115.5,,0.86,True,D,69.0,51.0,62.0,Equity: U.S.  -  Total Market Value,6.34,7.31,11.26,8.84,,,,630000.0,-540000.0,660000.0,1220000.0,25650000.0,2023-07-25,standard,equity,us,total_market
2333,2333,INMU,1.3,0.3,26000000.0,,BlackRock Intermediate Muni Income Bond ETF,,,,,,,,True,C,83.0,43.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",0.57,0.47,3.5,1.3,,,,,-2340000.0,-18990000.0,-7810000.0,1600000.0,2023-07-25,standard,fixed_income,us,government
2334,2334,BTR,,1.1,26000000.0,,Beacon Tactical Risk ETF,,,,,,,,True,,,,,Asset Allocation: U.S. Target Outcome,1.76,0.62,,,,,,13170000.0,24900000.0,25400000.0,25400000.0,25400000.0,2023-07-25,standard,asset_allocation,us,not_specified
2335,2335,CCRV,6.57,0.4,25990000.0,,iShares Commodity Curve Carry Strategy ETF,,,,,,,,True,,,56.0,,Commodities: Broad Market,8.01,5.29,4.24,6.57,,,,,-1000000.0,-3040000.0,-3040000.0,-5640000.0,2023-07-25,standard,commodities,global,not_specified
2336,2336,MISL,,0.6,25800000.0,1.12,First Trust Indxx Aerospace & Defense ETF,,,,,,,,True,,,,,Equity: U.S. Aerospace & Defense,3.17,4.83,4.73,,,,,-20000.0,6630000.0,22420000.0,23520000.0,23520000.0,2023-07-25,standard,equity,us,not_specified
2337,2337,EMSG,4.56,0.2,25780000.0,2.45,Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF,A,6.52,52.51,92.96,234.06,,0.25,True,D,75.0,39.0,81.0,Equity: Emerging Markets  -  Total Market,4.38,7.68,8.23,4.56,-1.61,,,,,,4730000.0,22170000.0,2023-07-25,standard,equity,emerg_markets,total_market
2338,2338,PST,19.13,0.95,25700000.0,,ProShares UltraShort 7-10 Year Treasury,,,,,,,,True,,,,,"Inverse Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",2.84,10.01,2.3,19.13,14.7,0.24,-2.33,-3280000.0,-10830000.0,-29430000.0,-78230000.0,-44530000.0,2023-07-25,inverse,fixed_income,us,government
2339,2339,PIT,,0.55,25680000.0,,VanEck Commodity Strategy ETF,,,,,,,,True,,80.0,,,Commodities: Broad Market,8.84,5.88,0.63,,,,,-4970000.0,-9760000.0,4840000.0,14920000.0,14920000.0,2023-07-25,standard,commodities,global,not_specified
2340,2340,CYB,-2.95,0.45,25630000.0,,WisdomTree Chinese Yuan Strategy Fund,A,,,,,,,True,C,77.0,52.0,,"Currency: Long CNY, Short USD",1.67,-2.22,-1.62,-2.95,1.79,1.26,0.95,,1240000.0,-1320000.0,-1320000.0,2860000.0,2023-07-25,standard,currency,america_wo_us,not_specified
2341,2341,HIGH,,0.51,25610000.0,,Simplify Enhanced Income ETF,,,,,,,,True,C,80.0,63.0,,"Fixed Income: U.S. - Government, Treasury Investment Grade Short-Term",0.5,2.67,4.97,,,,,,,,,,,standard,fixed_income,us,government
2342,2342,CLSE,10.42,1.25,25600000.0,,Convergence Long/Short Equity ETF,A,,,,,,,True,,60.0,,69.0,Alternatives: Hedge Fund Strategies,3.17,6.8,9.14,10.42,,,,-0.0,-290000.0,-280000.0,-610000.0,-1780000.0,2023-07-25,standard,alternatives,global,not_specified
2343,2343,EUM,-4.21,0.95,25580000.0,,ProShares Short MSCI Emerging Markets,,,,,,,,True,,,,,Inverse Equity: Emerging Markets  -  Total Market,-4.55,-6.99,-6.52,-4.21,-3.34,-4.36,-6.41,-5730000.0,-11560000.0,-12330000.0,-19480000.0,-28700000.0,2023-07-25,inverse,equity,emerg_markets,total_market
2344,2344,BLLD,,0.49,25570000.0,3.01,JPMorgan Sustainable Infrastructure ETF,,,,,,,,True,C,81.0,48.0,,Equity: Global Infrastructure,5.48,2.68,6.45,,,,,9330000.0,14000000.0,14000000.0,23420000.0,23420000.0,2023-07-25,standard,equity,global,not_specified
2345,2345,JANT,14.89,0.74,25570000.0,,AllianzIM U.S. Large Cap Buffer10 Jan ETF,,,,,,,,True,,74.0,,,Equity: U.S.  -  Large Cap,3.38,9.2,15.63,14.89,,,,-31660000.0,-57400000.0,-48490000.0,-49520000.0,-6540000.0,2023-07-25,standard,equity,us,large_cap
2346,2346,FLQS,12.06,0.35,25520000.0,1.85,Franklin U.S. Small Cap Multifactor Index ETF,BBB,5.54,30.96,33.08,175.12,,2.46,True,C,86.0,56.0,73.0,Equity: U.S.  -  Small Cap,6.83,10.08,11.72,12.06,14.21,5.77,,5420000.0,7020000.0,8820000.0,8820000.0,5100000.0,2023-07-25,standard,equity,us,small_cap
2347,2347,BSMV,3.03,0.18,25440000.0,,Invesco BulletShares 2031 Municipal Bond ETF,,,,,,,,True,,,53.0,,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",0.41,0.12,3.63,3.03,,,,2110000.0,6350000.0,12750000.0,12750000.0,21800000.0,2023-07-25,standard,fixed_income,us,government
2348,2348,CRPT,20.41,0.85,25410000.0,0.05,First Trust SkyBridge Crypto Industry and Digital Economy ETF,BB,3.8,5.28,12.88,9.32,,,True,,70.0,,,Equity: Global Digital Economy,32.96,57.66,127.31,20.41,,,,360000.0,360000.0,-3280000.0,-3450000.0,76310000.0,2023-07-25,standard,equity,global,not_specified
2349,2349,SMCP,8.6,0.9,25360000.0,,AlphaMark Actively Managed Small Cap ETF,BBB,5.2,26.64,10.93,195.4,,2.68,True,,70.0,,,Equity: Global - Small Cap,7.2,11.61,11.69,8.6,9.16,0.5,,,,-60000.0,2380000.0,970000.0,2023-07-25,standard,equity,global,small_cap
2350,2350,SPAX,3.97,0.5,25280000.0,,Robinson Alternative Yield Pre-Merger SPAC ETF,,,,,,,,True,,79.0,,9.0,Equity: U.S.  -  Small Cap,-0.59,0.64,3.62,3.97,,,,-2690000.0,-3220000.0,-3220000.0,-640000.0,23790000.0,2023-07-25,standard,equity,us,small_cap
2351,2351,ASHS,-7.57,0.65,25270000.0,1.74,Xtrackers Harvest CSI 500 China-A Shares Small Cap ETF,B,2.09,0.47,0.29,346.44,,2.49,True,,,43.0,,Equity: China  -  Small Cap,2.5,-2.9,0.21,-7.57,-1.66,1.94,,,,1520000.0,-6670000.0,-4820000.0,2023-07-25,standard,equity,brics,small_cap
2352,2352,DUG,-42.03,0.95,25240000.0,,ProShares UltraShort Energy,,,,,,,,True,,,,,"Inverse Equity: U.S. Oil, Gas & Consumable Fuels",-19.32,-5.99,-4.63,-42.03,-61.13,-39.8,-27.35,9950000.0,4360000.0,-16620000.0,3500000.0,50280000.0,2023-07-25,inverse,equity,us,not_specified
2353,2353,LQDB,0.62,0.15,25180000.0,,iShares BBB Rated Corporate Bond ETF,A,6.38,48.36,36.52,228.53,,9.13,True,,,52.0,,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",0.42,-0.69,4.05,0.62,,,,,,20000.0,-28440000.0,-37770000.0,2023-07-25,standard,fixed_income,us,corporate
2354,2354,TAGS,16.63,0.13,25180000.0,,Teucrium Agricultural Fund,,,,,,,,True,,,,,Commodities: Agriculture,2.25,6.92,6.81,16.63,24.89,9.59,-1.67,-2330000.0,-9490000.0,-15960000.0,-25110000.0,21970000.0,2023-07-25,standard,commodities,global,not_specified
2355,2355,NERD,-6.6,0.5,25100000.0,1.18,Roundhill Video Games ETF,A,5.8,35.69,33.51,4.35,,4.35,True,,,46.0,,Equity: Global Video Games & eSports,3.41,3.81,12.87,-6.6,-10.45,,,-1160000.0,-1170000.0,-3330000.0,-5460000.0,22300000.0,2023-07-25,standard,equity,global,not_specified
2356,2356,GMET,6.37,0.63,25020000.0,2.9,VanEck Green Metals ETF,BBB,5.47,30.04,5.09,312.93,,1.44,True,,65.0,,,Equity: Global Diversified Metals & Mining,7.79,5.26,1.27,6.37,,,,,,3260000.0,4600000.0,27750000.0,2023-07-25,standard,equity,global,not_specified
2357,2357,DEMZ,15.56,0.45,24950000.0,1.49,Democratic Large Cap Core ETF,AA,7.25,80.59,93.37,19.86,,,True,,,,81.0,Equity: U.S.  -  Large Cap,5.09,11.98,16.82,15.56,,,,0.0,0.0,1230000.0,3600000.0,23970000.0,2023-07-25,standard,equity,us,large_cap
2358,2358,PAK,-4.33,0.8,24920000.0,11.69,Global X MSCI Pakistan ETF,,,,,,,,True,F,63.0,8.0,91.0,Equity: Pakistan  - Total Market,14.5,6.6,-7.26,-4.33,-13.25,-15.68,,5210000.0,9040000.0,12840000.0,12840000.0,-1130000.0,2023-07-25,standard,equity,asia_pacific_wo_brics,total_market
2359,2359,LSST,1.74,0.35,24800000.0,,Natixis Loomis Sayles Short Duration Income ETF,A,,,,,,,True,C,80.0,53.0,,"Fixed Income: U.S. - Broad Market, Broad-based Short-Term",0.26,-0.29,1.76,1.74,-0.21,1.86,,-12940000.0,-10580000.0,-11760000.0,-12970000.0,-5310000.0,2023-07-25,standard,fixed_income,us,broad_based
2360,2360,BDCZ,12.28,0.85,24800000.0,,ETRACS MVIS Business Development Companies Index ETN,,,,,,,,True,F,48.0,40.0,,Equity: U.S. Asset Management & Custody Banks,6.81,11.37,14.93,12.28,19.72,6.67,,,,-24990000.0,-24990000.0,-34500000.0,2023-07-25,standard,equity,us,not_specified
